time,x,y,z,vx,vy,vz,mass
2451544.5,-0.1685246483858782,0.9687833049070306,-4.120490278477264e-06,-0.0172339458324769,-0.0030076602498613,3.5625728884009744e-08,5.9723e+24
2451545.5,-0.1857320406313475,0.96562455445633,-4.015775185238754e-06,-0.0171799073855274,-0.0033097138740072,1.727104065518102e-07,5.9723e+24
2451546.5,-0.2028825984064989,0.9621641552292696,-3.778083514021907e-06,-0.0171202749928247,-0.0036109332314851,3.007676101114968e-07,5.9723e+24
2451547.5,-0.2199707235741132,0.9584030155107924,-3.418806058993552e-06,-0.017055041769579,-0.0039111699643486,4.151398869803863e-07,5.9723e+24
2451548.5,-0.2369908156160287,0.9543421929793224,-2.953785990266823e-06,-0.0169842098766565,-0.0042102735823829,5.115801449362205e-07,5.9723e+24
2451549.5,-0.2539372809163121,0.9499828969542816,-2.402894950122547e-06,-0.0169077911060493,-0.004508091310965,5.862911733644194e-07,5.9723e+24
2451550.5,-0.2708045428934093,0.9453264905226628,-1.789535529723055e-06,-0.0168258079250598,-0.0048044685151895,6.360297060038252e-07,5.9723e+24
2451551.5,-0.2875870532378524,0.940374491916404,-1.140018331844202e-06,-0.0167382945812068,-0.0050992497670896,6.582480793285784e-07,5.9723e+24
2451552.5,-0.3042793041501021,0.935128574548659,-4.827913804714873e-07,-0.0166452979584969,-0.0053922804264473,6.51243117699092e-07,5.9723e+24
2451553.5,-0.3208758412452176,0.9295905653106024,1.524728970990632e-07,-0.0165468780494413,-0.0056834084966432,6.142895007643606e-07,5.9723e+24
2451554.5,-0.3373712767578406,0.9237624409690548,7.359129747957521e-07,-0.0164431081102085,-0.0059724865414108,5.477516645335404e-07,5.9723e+24
2451555.5,-0.3537603028294551,0.9176463226464916,1.238619702748004e-06,-0.016334074710619,-0.006259373615812,4.531879838028069e-07,5.9723e+24
2451556.5,-0.3700377048842075,0.9112444682838088,1.633889144429213e-06,-0.0162198778840451,-0.0065439374302226,3.33474165709394e-07,5.9723e+24
2451557.5,-0.3861983752119212,0.9045592626304436,1.898618832594734e-06,-0.0161006313568397,-0.0068260572282361,1.929689539158455e-07,5.9723e+24
2451558.5,-0.4022373266435426,0.8975932037510593,2.01489004042728e-06,-0.0159764623732648,-0.0071056279674623,3.7715119863769265e-08,5.9723e+24
2451559.5,-0.4181497054112849,0.8903488845345946,1.971743436349873e-06,-0.0158475099992,-0.0073825661418008,-1.243929209589838e-07,5.9723e+24
2451560.5,-0.4339308008689335,0.8828289677129312,1.767045152273767e-06,-0.0157139202365432,-0.0076568167520566,-2.836288759246248e-07,5.9723e+24
2451561.5,-0.4495760480324718,0.8750361540810182,1.409147034546668e-06,-0.0155758363496247,-0.0079283594592179,-4.28866215943326e-07,5.9723e+24
2451562.5,-0.4650810178713724,0.86697314641541,9.178210100612487e-07,-0.0154333842174169,-0.0081972103398166,-5.486203817750041e-07,5.9723e+24
2451563.5,-0.4804413914823137,0.8586426155416008,3.238366732613264e-07,-0.0152866555139595,-0.008463415270648,-6.326898395949415e-07,5.9723e+24
2451564.5,-0.495652918783387,0.850047178032418,-3.332571356857574e-07,-0.0151356947510954,-0.0087270333991844,-6.740097497089827e-07,5.9723e+24
2451565.5,-0.5107113690284855,0.8411893941451191,-1.009026719882406e-06,-0.0149804967758215,-0.0089881142526525,-6.700263226004402e-07,5.9723e+24
2451566.5,-0.5256124853741376,0.8320717885664797,-1.658911918380553e-06,-0.0148210172584427,-0.0092466765164098,-6.229821771306298e-07,5.9723e+24
2451567.5,-0.5403519550056174,0.8226968881263389,-2.242659030656201e-06,-0.0146571921741441,-0.009502696295019,-5.390183591348881e-07,5.9723e+24
2451568.5,-0.5549253999383497,0.8130672651289849,-2.72744781381444e-06,-0.0144889582901987,-0.0097561075084698,-4.265725993794074e-07,5.9723e+24
2451569.5,-0.5693283858331789,0.8031855753939178,-3.089354964290054e-06,-0.0143162679152504,-0.0100068111947027,-2.947605634304183e-07,5.9723e+24
2451570.5,-0.583556441528306,0.793054584949858,-3.313404318840949e-06,-0.0141390955766543,-0.0102546879484485,-1.522176628025297e-07,5.9723e+24
2451571.5,-0.5976050817383554,0.7826771847626981,-3.39275383970542e-06,-0.0139574381246399,-0.0104996088469221,-6.525578586371709e-09,5.9723e+24
2451572.5,-0.6114698278093624,0.7720563962680816,-3.327556181442201e-06,-0.013771311244034,-0.0107414427690353,1.358984498920552e-07,5.9723e+24
2451573.5,-0.6251462243216866,0.7611953714630472,-3.123856474298941e-06,-0.01358074499552,-0.0109800600624685,2.696493966911738e-07,5.9723e+24
2451574.5,-0.6386298514639341,0.7500973907872006,-2.792699637872309e-06,-0.0133857800020029,-0.011215333484125,3.900915421469268e-07,5.9723e+24
2451575.5,-0.6519163342467484,0.7387658609577701,-2.349476271830558e-06,-0.0131864650064941,-0.0114471375306467,4.931383990667609e-07,5.9723e+24
2451576.5,-0.6650013500444341,0.7272043138655897,-1.813449441588187e-06,-0.0129828559658077,-0.0116753471301069,5.751180812491538e-07,5.9723e+24
2451577.5,-0.6778806359459991,0.7154164067733542,-1.207360696405227e-06,-0.0127750165334546,-0.0118998364562772,6.327518755730104e-07,5.9723e+24
2451578.5,-0.6905499971503082,0.7034059233918094,-5.569985896149796e-07,-0.0125630195961231,-0.0121204784394444,6.632494840331253e-07,5.9723e+24
2451579.5,-0.703005317229649,0.6911767749258898,1.093800520665876e-07,-0.0123469493835939,-0.012337145363738,6.645037420968402e-07,5.9723e+24
2451580.5,-0.7152425705493688,0.6787329999002952,7.618587849809156e-07,-0.012126903569084,-0.0125497107169637,6.35348173116395e-07,5.9723e+24
2451581.5,-0.7272578365323027,0.666078761541238,1.369938113579794e-06,-0.0119029947655206,-0.0127580521872064,5.758259473857553e-07,5.9723e+24
2451582.5,-0.7390473149145177,0.6532183417328066,1.903863614963807e-06,-0.0116753509531792,-0.0129620554380522,4.874154582852385e-07,5.9723e+24
2451583.5,-0.750607340796546,0.6401561310232019,2.336139412249923e-06,-0.0114441146344678,-0.0131616181445541,3.731702306807841e-07,5.9723e+24
2451584.5,-0.7619343982383358,0.6268966146689219,2.643130245817043e-06,-0.0112094408003684,-0.0133566538171723,2.377555448453312e-07,5.9723e+24
2451585.5,-0.7730251313282209,0.6134443550768752,2.806650501143431e-06,-0.0109714939544509,-0.0135470951638978,8.73881022827702e-08,5.9723e+24
2451586.5,-0.783876351883682,0.5998039711197297,2.815450381508755e-06,-0.0107304443596728,-0.0137328969980648,-7.030790099941296e-08,5.9723e+24
2451587.5,-0.7944850429686112,0.5859801147305552,2.6665153566525e-06,-0.0104864633705721,-0.0139140387747892,-2.265342259277475e-07,5.9723e+24
2451588.5,-0.8048483570996662,0.5719774452079927,2.366070204954801e-06,-0.0102397173845939,-0.0140905265544878,-3.71687150507457e-07,5.9723e+24
2451589.5,-0.8149636074964213,0.5578006021668738,1.930114142644069e-06,-0.0099903599261392,-0.0142623935402198,-4.959411931997704e-07,5.9723e+24
